card_name,benefit_name,benefit_value,cadence,reset_timing,enrollment_required,requires_setup,track_in_memento,source_url,notes,card_status,issuer,card_type,card_code,benefit_code
Chase Sapphire Reserve,Annual Dining Credit (Sapphire Reserve Exclusive Tables),Up to $150/half ($300/year),semiannual,Jan-Jun / Jul-Dec,no,yes,yes,https://account.chase.com/sapphire/reserve/benefits,Requires linking Reserve card to OpenTable and booking via Sapphire Reserve Exclusive Tables.,active,chase,personal,chase_sapphire_reserve,chase_sapphire_reserve_annual_dining_credit_sapphire_reserve_exclusive_tables
Chase Sapphire Reserve,StubHub/viagogo Credit,Up to $150/half ($300/year),semiannual,Jan-Jun / Jul-Dec,yes,yes,yes,https://account.chase.com/sapphire/reserve/benefits,Activation required. Through 12/31/27.,active,chase,personal,chase_sapphire_reserve,chase_sapphire_reserve_stubhub_viagogo_credit
Chase Sapphire Reserve,DoorDash Restaurant Credit,$5/month ($60/year),monthly,calendar month,yes,yes,yes,https://account.chase.com/sapphire/reserve/benefits,Requires DashPass activation. Restaurant orders only. Through 12/31/27.,active,chase,personal,chase_sapphire_reserve,chase_sapphire_reserve_doordash_restaurant_credit
Chase Sapphire Reserve,DoorDash Non-Restaurant Credit (Promo 1),$10/month ($120/year),monthly,calendar month,yes,yes,yes,https://account.chase.com/sapphire/reserve/benefits,Requires DashPass activation. First of two $10 monthly promos on non-restaurant orders. Must be used on a separate order from Promo 2. Unused forfeits at month end. Through 12/31/27.,active,chase,personal,chase_sapphire_reserve,chase_sapphire_reserve_doordash_non_restaurant_credit_promo_1
Chase Sapphire Reserve,DoorDash Non-Restaurant Credit (Promo 2),$10/month ($120/year),monthly,calendar month,yes,yes,yes,https://account.chase.com/sapphire/reserve/benefits,Requires DashPass activation. Second of two $10 monthly promos on non-restaurant orders. Must be used on a separate order from Promo 1. Unused forfeits at month end. Through 12/31/27.,active,chase,personal,chase_sapphire_reserve,chase_sapphire_reserve_doordash_non_restaurant_credit_promo_2
Chase Sapphire Reserve,Lyft In-App Credit,$10/month ($120/year),monthly,calendar month,no,yes,yes,https://account.chase.com/sapphire/reserve/benefits,Card must be set as Lyft default payment. Credit appears in Lyft app on the 1st of each month and forfeits if unused. Through 9/30/27.,active,chase,personal,chase_sapphire_reserve,chase_sapphire_reserve_lyft_in_app_credit
Chase Sapphire Reserve,Peloton Membership Credit,$10/month ($120/year),monthly,calendar month,yes,yes,yes,https://account.chase.com/sapphire/reserve/benefits,One-time activation required. Applies to All-Access/Rental/App+/App One/Strength+/Guide memberships paid directly through Peloton with the Reserve card. Through 12/31/27.,active,chase,personal,chase_sapphire_reserve,chase_sapphire_reserve_peloton_membership_credit
Chase Sapphire Reserve,Global Entry / TSA PreCheck / NEXUS Fee Credit,Up to $120 every 4 years,multi_year,every 4 years,no,no,yes,https://account.chase.com/sapphire/reserve/benefits,Statement credit auto-applied when application fee charged to card.,active,chase,personal,chase_sapphire_reserve,chase_sapphire_reserve_global_entry_tsa_precheck_nexus_fee_credit
Chase Sapphire Reserve,$75K Spend Threshold Benefits,Status + credits with travel/shopping brands,annual,calendar year,yes,yes,later,https://account.chase.com/sapphire/reserve/benefits,Spend $75K in calendar year to unlock; benefits available through following calendar year. Spend-threshold pattern doesn't fit clean periodic tracking yet.,active,chase,personal,chase_sapphire_reserve,chase_sapphire_reserve_75k_spend_threshold_benefits
Chase Sapphire Preferred,Annual Hotel Credit (Chase Travel),Up to $50/year,annual,card renewal anniversary,no,no,yes,https://account.chase.com/sapphire/preferred/benefits,Auto-applied to hotel stays booked through Chase Travel. Resets each account anniversary year.,active,chase,personal,chase_sapphire_preferred,chase_sapphire_preferred_annual_hotel_credit_chase_travel
Chase Sapphire Preferred,DoorDash Non-Restaurant Credit,$10/month ($120/year),monthly,calendar month,yes,yes,yes,https://account.chase.com/sapphire/preferred/benefits,Requires DashPass activation. One $10 promo per month on a non-restaurant order. Unused forfeits at month end. Through 12/31/27.,active,chase,personal,chase_sapphire_preferred,chase_sapphire_preferred_doordash_non_restaurant_credit
Chase Sapphire Preferred,10% Anniversary Points Boost,10% of prior year's purchase points,annual,card renewal anniversary,no,no,no,https://account.chase.com/sapphire/preferred/benefits,Auto-deposited each anniversary based on prior year's spend. Not use-it-or-lose-it; no user action required to claim.,active,chase,personal,chase_sapphire_preferred,chase_sapphire_preferred_10_anniversary_points_boost
Chase Freedom Unlimited,DoorDash Non-Restaurant Credit,$10/quarter ($40/year),quarterly,calendar quarter,yes,yes,yes,https://creditcards.chase.com/cash-back-credit-cards/freedom/unlimited,Requires DashPass activation. One $10 promo per quarter on a non-restaurant order. Unused forfeits at quarter end. Through 12/31/27.,active,chase,personal,chase_freedom_unlimited,chase_freedom_unlimited_doordash_non_restaurant_credit
Chase Freedom Flex,DoorDash Non-Restaurant Credit,$10/quarter ($40/year),quarterly,calendar quarter,yes,yes,yes,https://creditcards.chase.com/cash-back-credit-cards/freedom/flex,Requires DashPass activation. One $10 promo per quarter on a non-restaurant order. Unused forfeits at quarter end. Through 12/31/27.,active,chase,personal,chase_freedom_flex,chase_freedom_flex_doordash_non_restaurant_credit
Marriott Bonvoy Boundless,Annual Free Night Award,1 night/year (up to 35K points),annual,card renewal anniversary,no,no,yes,https://marriott.chase.com/boundless/benefits,Issued each year after account anniversary; FNA expires 12 months from issuance. Can be combined with up to 15K points to access higher-tier hotels.,active,chase,personal,chase_marriott_bonvoy_boundless,chase_marriott_bonvoy_boundless_annual_free_night_award
Marriott Bonvoy Boundless,2026 Airline Credit,"Up to $50/half ($100/year, after $250 spend each half)",semiannual,Jan-Jun / Jul-Dec,yes,yes,later,https://marriott.chase.com/boundless/benefits,2026-only Featured Offer; activation required. Earn $50 credit after $250 in eligible airline spend each half. Spend-threshold pattern doesn't fit clean periodic tracking yet. Through 12/31/26 — re-research late 2026; could shift to 'yes' per convention #8 (time-limited promo) if threshold treatment changes.,active,chase,personal,chase_marriott_bonvoy_boundless,chase_marriott_bonvoy_boundless_2026_airline_credit
Marriott Bonvoy Bold,,,,,,,,https://marriott.chase.com/bold/benefits,"No-AF card with no durable use-it-or-lose-it benefits. Auto Silver Elite status (passive), 5 auto-deposited ENCs per calendar year (passive), 1-year complimentary DashPass (one-time/excluded), and Pay Yourself Back redemption option (not a credit). All categorically excluded.",no_trackable_benefits,chase,personal,chase_marriott_bonvoy_bold,
Marriott Bonvoy Bountiful,Free Night Award (after $15K spend),1 night/year (up to 50K points),annual,calendar year,no,no,later,https://marriott.chase.com/bountiful/benefits,"Threshold: $15K calendar-year spend unlocks the FNA. FNA expires 12 months from issuance and can be combined with up to 25K points. Spend-threshold pattern doesn't fit clean periodic tracking yet. This is the only candidate trackable benefit on the card; auto Gold Elite, 15 auto-deposited ENCs, and 1K bonus points/stay are all passive/excluded.",active,chase,personal,chase_marriott_bonvoy_bountiful,chase_marriott_bonvoy_bountiful_free_night_award_after_15k_spend
IHG One Rewards Premier,Anniversary Free Night,1 night/year (up to 40K points),annual,card renewal anniversary,no,no,yes,https://www.chase.com/personal/credit-cards/ihg/premier/premier-perks,Issued each year after card anniversary. Can be topped off with own IHG One Rewards points to redeem at hotels above the 40K redemption level.,active,chase,personal,chase_ihg_one_rewards_premier,chase_ihg_one_rewards_premier_anniversary_free_night
IHG One Rewards Premier,Global Entry / TSA PreCheck / NEXUS Fee Credit,Up to $120 every 4 years,multi_year,every 4 years,no,no,yes,https://www.chase.com/personal/credit-cards/ihg/premier/premier-perks,Statement credit auto-applied when application fee charged to card.,active,chase,personal,chase_ihg_one_rewards_premier,chase_ihg_one_rewards_premier_global_entry_tsa_precheck_nexus_fee_credit
IHG One Rewards Premier,United TravelBank Cash,Up to $50/year,annual,calendar year,yes,yes,yes,https://www.chase.com/personal/credit-cards/ihg/premier/premier-perks,"One-time enrollment: register IHG Premier card with MileagePlus account. After registration, $50 in TravelBank Cash issued each calendar year.",active,chase,personal,chase_ihg_one_rewards_premier,chase_ihg_one_rewards_premier_united_travelbank_cash
IHG One Rewards Premier,$20K Spend Bonus,"$100 statement credit + 10,000 bonus points",annual,calendar year,no,no,later,https://www.chase.com/personal/credit-cards/ihg/premier/premier-perks,Threshold: $20K calendar-year spend unlocks $100 credit + 10K bonus points. Spend-threshold pattern doesn't fit clean periodic tracking yet.,active,chase,personal,chase_ihg_one_rewards_premier,chase_ihg_one_rewards_premier_20k_spend_bonus
United Explorer,2 United Club One-Time Passes,2 passes/year,annual,card renewal anniversary,no,no,yes,https://www.chase.com/personal/credit-cards/united/united-explorer-card/travel-benefits,Issued on account opening and each anniversary. Each pass has its own expiration date printed on it.,active,chase,personal,chase_united_explorer,chase_united_explorer_2_united_club_one_time_passes
United Explorer,Global Entry / TSA PreCheck / NEXUS Fee Credit,Up to $120 every 4 years,multi_year,every 4 years,no,no,yes,https://www.chase.com/personal/credit-cards/united/united-explorer-card/travel-benefits,Statement credit auto-applied when application fee charged to card.,active,chase,personal,chase_united_explorer,chase_united_explorer_global_entry_tsa_precheck_nexus_fee_credit
United Explorer,United Hotels Credit (Stay 1),$50/year,annual,card renewal anniversary,no,no,yes,https://www.chase.com/personal/credit-cards/united/united-explorer-card/travel-benefits,First of two $50 statement credits per anniversary year on prepaid hotel stays through United Hotels. Tied to the 1st qualifying prepaid stay each anniversary year.,active,chase,personal,chase_united_explorer,chase_united_explorer_united_hotels_credit_stay_1
United Explorer,United Hotels Credit (Stay 2),$50/year,annual,card renewal anniversary,no,no,yes,https://www.chase.com/personal/credit-cards/united/united-explorer-card/travel-benefits,Second of two $50 statement credits per anniversary year on prepaid hotel stays through United Hotels. Tied to the 2nd qualifying prepaid stay each anniversary year.,active,chase,personal,chase_united_explorer,chase_united_explorer_united_hotels_credit_stay_2
United Explorer,Avis/Budget Car Rental Credit (Rental 1),$25/year,annual,card renewal anniversary,no,no,yes,https://www.chase.com/personal/credit-cards/united/united-explorer-card/travel-benefits,First of two $25 TravelBank cash credits per anniversary year on Avis/Budget rentals booked through cars.united.com. Tied to the 1st qualifying rental each anniversary year.,active,chase,personal,chase_united_explorer,chase_united_explorer_avis_budget_car_rental_credit_rental_1
United Explorer,Avis/Budget Car Rental Credit (Rental 2),$25/year,annual,card renewal anniversary,no,no,yes,https://www.chase.com/personal/credit-cards/united/united-explorer-card/travel-benefits,Second of two $25 TravelBank cash credits per anniversary year on Avis/Budget rentals booked through cars.united.com. Tied to the 2nd qualifying rental each anniversary year.,active,chase,personal,chase_united_explorer,chase_united_explorer_avis_budget_car_rental_credit_rental_2
United Explorer,Rideshare Credit,Up to $5/month ($60/year),monthly,calendar month,yes,yes,yes,https://www.chase.com/personal/credit-cards/united/united-explorer-card/travel-benefits,Yearly opt-in required. Up to $5/month statement credit on rideshare purchases; calendar-year cap of $60.,active,chase,personal,chase_united_explorer,chase_united_explorer_rideshare_credit
United Explorer,Instacart Credit,$10/month ($120/year),monthly,calendar month,yes,yes,yes,https://www.chase.com/personal/credit-cards/united/united-explorer-card/travel-benefits,Requires Instacart+ membership activation. Through 12/31/27 - re-research before expiration.,active,chase,personal,chase_united_explorer,chase_united_explorer_instacart_credit
United Explorer,JSX Credit,Up to $100/year,annual,card renewal anniversary,no,no,yes,https://www.chase.com/personal/credit-cards/united/united-explorer-card/travel-benefits,Statement credit on flights booked directly with JSX.,active,chase,personal,chase_united_explorer,chase_united_explorer_jsx_credit
United Explorer,$10K Spend Bonus ($100 TravelBank Cash),$100 in United TravelBank cash,annual,calendar year,no,no,later,https://www.chase.com/personal/credit-cards/united/united-explorer-card/travel-benefits,Threshold: $10K calendar-year spend unlocks $100 TravelBank cash. Spend-threshold pattern doesn't fit clean periodic tracking yet.,active,chase,personal,chase_united_explorer,chase_united_explorer_10k_spend_bonus_100_travelbank_cash
United Explorer,$20K Spend Bonus (10K Award Flight Discount),"10,000-mile award flight discount",annual,calendar year,no,no,later,https://www.chase.com/personal/credit-cards/united/united-explorer-card/travel-benefits,Threshold: $20K calendar-year spend unlocks 10K-mile discount on an eligible award flight. Spend-threshold pattern doesn't fit clean periodic tracking yet.,active,chase,personal,chase_united_explorer,chase_united_explorer_20k_spend_bonus_10k_award_flight_discount
United Quest,$200 Annual Travel Credit,Up to $200/year,annual,card renewal anniversary,no,no,yes,https://www.chase.com/personal/credit-cards/united/united-quest-card/travel-benefits,Auto-deposited as United TravelBank cash on account opening and each anniversary. TravelBank cash typically expires 5 years from issuance.,active,chase,personal,chase_united_quest,chase_united_quest_200_annual_travel_credit
United Quest,10K Anniversary Award Flight Discount,"10,000-mile discount",annual,card renewal anniversary,no,no,yes,https://www.chase.com/personal/credit-cards/united/united-quest-card/travel-benefits,"Auto-deposited within 4 weeks of each card anniversary, starting with 1st anniversary. Use on eligible award flight before expiration.",active,chase,personal,chase_united_quest,chase_united_quest_10k_anniversary_award_flight_discount
United Quest,Global Entry / TSA PreCheck / NEXUS Fee Credit,Up to $120 every 4 years,multi_year,every 4 years,no,no,yes,https://www.chase.com/personal/credit-cards/united/united-quest-card/travel-benefits,Statement credit auto-applied when application fee charged to card.,active,chase,personal,chase_united_quest,chase_united_quest_global_entry_tsa_precheck_nexus_fee_credit
United Quest,Renowned Hotels Anniversary Credit,Up to $150/year,annual,card renewal anniversary,no,no,yes,https://www.chase.com/personal/credit-cards/united/united-quest-card/travel-benefits,Statement credit on prepaid bookings through Renowned Hotels and Resorts for United Cardmembers.,active,chase,personal,chase_united_quest,chase_united_quest_renowned_hotels_anniversary_credit
United Quest,Renowned Hotels Property Credit,$100 per qualifying booking,per_booking,per qualifying booking,no,no,later,https://www.chase.com/personal/credit-cards/united/united-quest-card/travel-benefits,Per-booking property credit (dining/spa/activities) at Renowned Hotels properties booked with the card. No annual cap noted. Per-booking pattern doesn't fit clean periodic tracking yet.,active,chase,personal,chase_united_quest,chase_united_quest_renowned_hotels_property_credit
United Quest,Rideshare Credit,"Up to $100/year ($8/mo Jan-Nov, $12 in Dec)",monthly,calendar month,yes,yes,yes,https://www.chase.com/personal/credit-cards/united/united-quest-card/travel-benefits,"Yearly opt-in required. Non-uniform monthly amounts: $8/month Jan-Nov, $12 in Dec. $100 calendar-year cap.",active,chase,personal,chase_united_quest,chase_united_quest_rideshare_credit
United Quest,Avis/Budget Car Rental Credit (Rental 1),$40/year,annual,card renewal anniversary,no,no,yes,https://www.chase.com/personal/credit-cards/united/united-quest-card/travel-benefits,First of two $40 TravelBank cash credits per anniversary year on Avis/Budget rentals booked through cars.united.com. Tied to the 1st qualifying rental each anniversary year.,active,chase,personal,chase_united_quest,chase_united_quest_avis_budget_car_rental_credit_rental_1
United Quest,Avis/Budget Car Rental Credit (Rental 2),$40/year,annual,card renewal anniversary,no,no,yes,https://www.chase.com/personal/credit-cards/united/united-quest-card/travel-benefits,Second of two $40 TravelBank cash credits per anniversary year on Avis/Budget rentals booked through cars.united.com. Tied to the 2nd qualifying rental each anniversary year.,active,chase,personal,chase_united_quest,chase_united_quest_avis_budget_car_rental_credit_rental_2
United Quest,JSX Credit,Up to $150/year,annual,card renewal anniversary,no,no,yes,https://www.chase.com/personal/credit-cards/united/united-quest-card/travel-benefits,Statement credit on flights booked directly with JSX.,active,chase,personal,chase_united_quest,chase_united_quest_jsx_credit
United Quest,Instacart Credit (Promo 1),$10/month ($120/year),monthly,calendar month,yes,yes,yes,https://www.chase.com/personal/credit-cards/united/united-quest-card/travel-benefits,Requires Instacart+ membership activation. First of two monthly Instacart credits ($10 + $5 = $15/month). Through 12/31/27.,active,chase,personal,chase_united_quest,chase_united_quest_instacart_credit_promo_1
United Quest,Instacart Credit (Promo 2),$5/month ($60/year),monthly,calendar month,yes,yes,yes,https://www.chase.com/personal/credit-cards/united/united-quest-card/travel-benefits,Requires Instacart+ membership activation. Second of two monthly Instacart credits ($10 + $5 = $15/month). Through 12/31/27.,active,chase,personal,chase_united_quest,chase_united_quest_instacart_credit_promo_2
United Quest,$20K Spend Bonus (10K Award Flight Discount),"10,000-mile award flight discount",annual,calendar year,no,no,later,https://www.chase.com/personal/credit-cards/united/united-quest-card/travel-benefits,Threshold: $20K calendar-year spend unlocks 10K-mile discount on an eligible award flight. Spend-threshold pattern doesn't fit clean periodic tracking yet.,active,chase,personal,chase_united_quest,chase_united_quest_20k_spend_bonus_10k_award_flight_discount
United Quest,$40K Spend Bonus (2 Economy Plus Upgrades),2 global Economy Plus seat upgrades,annual,calendar year,no,no,later,https://www.chase.com/personal/credit-cards/united/united-quest-card/travel-benefits,Threshold: $40K calendar-year spend unlocks 2 global Economy Plus seat upgrades. Spend-threshold pattern doesn't fit clean periodic tracking yet.,active,chase,personal,chase_united_quest,chase_united_quest_40k_spend_bonus_2_economy_plus_upgrades
United Club Infinite,Global Entry / TSA PreCheck / NEXUS Fee Credit,Up to $120 every 4 years,multi_year,every 4 years,no,no,yes,https://www.chase.com/personal/credit-cards/united/united-visa-infinite-card/travel-benefits,Statement credit auto-applied when application fee charged to card.,active,chase,personal,chase_united_club_infinite,chase_united_club_infinite_global_entry_tsa_precheck_nexus_fee_credit
United Club Infinite,Renowned Hotels Anniversary Credit,Up to $200/year,annual,card renewal anniversary,no,no,yes,https://www.chase.com/personal/credit-cards/united/united-visa-infinite-card/travel-benefits,Statement credit on prepaid bookings through Renowned Hotels and Resorts for United Cardmembers.,active,chase,personal,chase_united_club_infinite,chase_united_club_infinite_renowned_hotels_anniversary_credit
United Club Infinite,Renowned Hotels Property Credit,$100 per qualifying booking,per_booking,per qualifying booking,no,no,later,https://www.chase.com/personal/credit-cards/united/united-visa-infinite-card/travel-benefits,Per-booking property credit (dining/spa/activities) at Renowned Hotels properties booked with the card. No annual cap noted. Per-booking pattern doesn't fit clean periodic tracking yet.,active,chase,personal,chase_united_club_infinite,chase_united_club_infinite_renowned_hotels_property_credit
United Club Infinite,Rideshare Credit,"Up to $150/year ($12/mo Jan-Nov, $18 in Dec)",monthly,calendar month,yes,yes,yes,https://www.chase.com/personal/credit-cards/united/united-visa-infinite-card/travel-benefits,"Yearly opt-in required. Non-uniform monthly amounts: $12/month Jan-Nov, $18 in Dec. $150 calendar-year cap.",active,chase,personal,chase_united_club_infinite,chase_united_club_infinite_rideshare_credit
United Club Infinite,Avis/Budget Car Rental Credit (Rental 1),$50/year,annual,card renewal anniversary,no,no,yes,https://www.chase.com/personal/credit-cards/united/united-visa-infinite-card/travel-benefits,First of two $50 TravelBank cash credits per anniversary year on Avis/Budget rentals booked through cars.united.com. Tied to the 1st qualifying rental each anniversary year.,active,chase,personal,chase_united_club_infinite,chase_united_club_infinite_avis_budget_car_rental_credit_rental_1
United Club Infinite,Avis/Budget Car Rental Credit (Rental 2),$50/year,annual,card renewal anniversary,no,no,yes,https://www.chase.com/personal/credit-cards/united/united-visa-infinite-card/travel-benefits,Second of two $50 TravelBank cash credits per anniversary year on Avis/Budget rentals booked through cars.united.com. Tied to the 2nd qualifying rental each anniversary year.,active,chase,personal,chase_united_club_infinite,chase_united_club_infinite_avis_budget_car_rental_credit_rental_2
United Club Infinite,JSX Credit,Up to $200/year,annual,card renewal anniversary,no,no,yes,https://www.chase.com/personal/credit-cards/united/united-visa-infinite-card/travel-benefits,Statement credit on flights booked directly with JSX.,active,chase,personal,chase_united_club_infinite,chase_united_club_infinite_jsx_credit
United Club Infinite,Instacart Credit (Promo 1),$10/month ($120/year),monthly,calendar month,yes,yes,yes,https://www.chase.com/personal/credit-cards/united/united-visa-infinite-card/travel-benefits,Requires Instacart+ membership activation. First of two monthly $10 Instacart credits. Through 12/31/27.,active,chase,personal,chase_united_club_infinite,chase_united_club_infinite_instacart_credit_promo_1
United Club Infinite,Instacart Credit (Promo 2),$10/month ($120/year),monthly,calendar month,yes,yes,yes,https://www.chase.com/personal/credit-cards/united/united-visa-infinite-card/travel-benefits,Requires Instacart+ membership activation. Second of two monthly $10 Instacart credits. Through 12/31/27.,active,chase,personal,chase_united_club_infinite,chase_united_club_infinite_instacart_credit_promo_2
United Club Infinite,$20K Spend Bonus (10K Award Flight Discount),"10,000-mile award flight discount",annual,calendar year,no,no,later,https://www.chase.com/personal/credit-cards/united/united-visa-infinite-card/travel-benefits,Threshold: $20K calendar-year spend unlocks 10K-mile discount on an eligible award flight (1st of up to 2 per year). Spend-threshold pattern doesn't fit clean periodic tracking yet.,active,chase,personal,chase_united_club_infinite,chase_united_club_infinite_20k_spend_bonus_10k_award_flight_discount
United Club Infinite,$40K Spend Bonus (2nd 10K Award Flight Discount),"10,000-mile award flight discount",annual,calendar year,no,no,later,https://www.chase.com/personal/credit-cards/united/united-visa-infinite-card/travel-benefits,Threshold: cumulative $40K calendar-year spend unlocks a 2nd 10K-mile discount on an eligible award flight (max 2 per year). Spend-threshold pattern doesn't fit clean periodic tracking yet.,active,chase,personal,chase_united_club_infinite,chase_united_club_infinite_40k_spend_bonus_2nd_10k_award_flight_discount
IHG One Rewards Traveler,,,,,,,,https://creditcards.chase.com/travel-credit-cards/ihg-rewards-club/traveler,"No-AF card with no durable use-it-or-lose-it benefits. Auto Silver Elite status (passive), 4th-night-free on points stays (passive discount), 20% off points purchases (passive), early access to Reward Night sales (passive). All categorically excluded. No anniversary FNA, no statement credits, no Global Entry credit on this tier.",no_trackable_benefits,chase,personal,chase_ihg_one_rewards_traveler,
Southwest Rapid Rewards Plus,10% Flight Discount Promo Code,10% off one Southwest flight per anniversary year,annual,card renewal anniversary,no,no,yes,https://creditcards.chase.com/travel-credit-cards/southwest/plus,"One promo code issued each card anniversary, valid for 1 year from delivery. Excludes Basic fare. Code appears in Rapid Rewards account within 15 days of anniversary.",active,chase,personal,chase_southwest_rapid_rewards_plus,chase_southwest_rapid_rewards_plus_10_flight_discount_promo_code
Southwest Rapid Rewards Plus,DoorDash Non-Restaurant Credit,$10/quarter ($40/year),quarterly,calendar quarter,yes,yes,yes,https://creditcards.chase.com/travel-credit-cards/southwest/plus,Requires DashPass activation. One $10 promo per quarter on a non-restaurant order. Unused forfeits at quarter end. Through 12/31/27.,active,chase,personal,chase_southwest_rapid_rewards_plus,chase_southwest_rapid_rewards_plus_doordash_non_restaurant_credit
Southwest Rapid Rewards Premier,15% Flight Discount Promo Code,15% off one Southwest flight per anniversary year,annual,card renewal anniversary,no,no,yes,https://creditcards.chase.com/travel-credit-cards/southwest/premier,"One promo code issued each card anniversary, valid for 1 year from delivery. Excludes Basic fare.",active,chase,personal,chase_southwest_rapid_rewards_premier,chase_southwest_rapid_rewards_premier_15_flight_discount_promo_code
Southwest Rapid Rewards Premier,DoorDash Non-Restaurant Credit,$10/quarter ($40/year),quarterly,calendar quarter,yes,yes,yes,https://creditcards.chase.com/travel-credit-cards/southwest/premier,Requires DashPass activation. One $10 promo per quarter on a non-restaurant order. Unused forfeits at quarter end. Through 12/31/27.,active,chase,personal,chase_southwest_rapid_rewards_premier,chase_southwest_rapid_rewards_premier_doordash_non_restaurant_credit
Southwest Rapid Rewards Priority,DoorDash Non-Restaurant Credit,$10/quarter ($40/year),quarterly,calendar quarter,yes,yes,yes,https://creditcards.chase.com/travel-credit-cards/southwest/priority,Requires DashPass activation. One $10 promo per quarter on a non-restaurant order. Unused forfeits at quarter end. Through 12/31/27. Note: previous $75 annual Southwest travel credit was discontinued at end of 2025.,active,chase,personal,chase_southwest_rapid_rewards_priority,chase_southwest_rapid_rewards_priority_doordash_non_restaurant_credit
Aer Lingus Visa Signature,$30K Spend Bonus (Economy Companion Ticket),1 economy companion ticket (good for 12 months),annual,calendar year,no,no,later,https://creditcards.chase.com/travel-credit-cards/avios/aer-lingus,Threshold: $30K calendar-year spend unlocks an economy companion ticket valid for 12 months from issuance. Companion booking must be made by emailing Aer Lingus directly. Spend-threshold pattern doesn't fit clean periodic tracking yet.,active,chase,personal,chase_aer_lingus_visa_signature,chase_aer_lingus_visa_signature_30k_spend_bonus_economy_companion_ticket
Chase Ink Business Preferred,DoorDash Grocery & Retail Credit,$10/month ($120/year),monthly,calendar month,yes,yes,yes,https://creditcards.chase.com/business-credit-cards/ink/business-preferred,Requires DashPass activation. Up to $10/month on grocery and retail DoorDash orders. Through 12/31/27. Note: Ink cards are EXCLUDED from the $10/quarter non-restaurant promo on Freedom cards — this is the Ink-specific monthly variant.,active,chase,business,chase_ink_business_preferred,chase_ink_business_preferred_doordash_grocery_and_retail_credit
Chase Ink Business Unlimited,,,,,,,,,"Card has no trackable use-it-or-lose-it benefits. Earnings: flat 1.5% cash back on all purchases (passive multiplier), 5% Lyft through 9/30/27 (passive multiplier). Complimentary employee cards (passive). Travel/purchase protections (passive).",no_trackable_benefits,chase,business,chase_ink_business_unlimited,
Chase Ink Business Cash,,,,,,,,,"Card has no trackable use-it-or-lose-it benefits. Earnings: 5% cash back on first $25K combined at office supply stores + internet/cable/phone (passive multiplier with annual cap), 2% on first $25K at gas stations + restaurants (passive), 1% all other (passive), 5% Lyft through 9/30/27 (passive). Complimentary employee cards (passive). Travel/purchase protections (passive).",no_trackable_benefits,chase,business,chase_ink_business_cash,
Chase Ink Business Premier,,,,,,,,,"Card has no trackable use-it-or-lose-it benefits despite a $195 annual fee. Earnings: 5% Chase Travel (passive), 2.5% on $5K+ purchases (passive), 2% all other (passive), 5% Lyft through 9/30/27 (passive). Pay-in-Full / Flex for Business is a payment feature, not a periodic benefit. No statement credits, no FNA, no GE/PreCheck, no DashPass monthly credit.",no_trackable_benefits,chase,business,chase_ink_business_premier,
Chase Sapphire Reserve for Business,Annual Travel Credit,Up to $300/year,annual,card renewal anniversary,no,no,yes,https://account.chase.com/sapphirereserveforbusiness,Auto-applied to travel category purchases. Resets each account anniversary year not calendar year.,active,chase,business,chase_sapphire_reserve_business,chase_sapphire_reserve_business_annual_travel_credit
Chase Sapphire Reserve for Business,The Edit Credit,Up to $500/year (max $250/transaction),annual,calendar year,no,no,yes,https://account.chase.com/sapphirereserveforbusiness,Prepaid bookings via The Edit by Chase Travel only. 2-night minimum. Card launched June 2025 with this format from the start (no semiannual history like the consumer SR).,active,chase,business,chase_sapphire_reserve_business,chase_sapphire_reserve_business_the_edit_credit
Chase Sapphire Reserve for Business,Select Chase Travel Hotel Credit,Up to $250/year,annual,calendar year,no,no,yes,https://account.chase.com/sapphirereserveforbusiness,"Prepaid Chase Travel bookings at IHG, Montage, Pendry, Omni, Virgin, Minor, Pan Pacific. 2-night min. Promo expires 12/31/26 — flag for re-research late 2026.",active,chase,business,chase_sapphire_reserve_business,chase_sapphire_reserve_business_select_chase_travel_hotel_credit
Chase Sapphire Reserve for Business,ZipRecruiter Credit,Up to $400/year ($200 H1 + $200 H2),semiannual,calendar year (split Jan-Jun / Jul-Dec),no,no,yes,https://account.chase.com/sapphirereserveforbusiness,Up to $200 in statement credits Jan-Jun and up to $200 Jul-Dec on direct ZipRecruiter purchases. Through 12/31/27.,active,chase,business,chase_sapphire_reserve_business,chase_sapphire_reserve_business_ziprecruiter_credit
Chase Sapphire Reserve for Business,Google Workspace Credit,Up to $200/year,annual,calendar year,no,no,yes,https://account.chase.com/sapphirereserveforbusiness,Statement credit on direct Google Workspace purchases. Through 12/31/27.,active,chase,business,chase_sapphire_reserve_business,chase_sapphire_reserve_business_google_workspace_credit
Chase Sapphire Reserve for Business,Lyft In-App Credit,$10/month ($120/year),monthly,calendar month,no,yes,yes,https://account.chase.com/sapphirereserveforbusiness,Card must be set as Lyft default payment. Credit appears in Lyft app on the 1st of each month and forfeits if unused. Through 9/30/27.,active,chase,business,chase_sapphire_reserve_business,chase_sapphire_reserve_business_lyft_in_app_credit
